1669;перец цветной;19
1670;бешамель классический
1671;грецкие орехи рубленные;650
1672;капуста тушеная;23
1673;мякоть говядины вареная
1674;мука пассированная;348
1675;соус, сметанный с томатом и луком;38
1676;соус сметанный с томатом;20
1677;соус, сметанный с луком;18
1678;макароны отварные;350
1679;мясо нежное (свинина с салом);265
1680;укроп с крупными, но мягкими стеблями;30
1681;соль специи
1682;сосиски или сардельки;160
1683;мякоть нежирной свинины
1684;корица, кориандр, кардамон
1685;свинина (шейная часть);265
1686;почки свиные или говяжьи;66
1687;мясо (тонкий край);405
1688;гарнир из овощей (зелени и хрена);49
1689;свинина, телятина;265
1690;гарнир из овощей, зелени и мясного желе
1691;соус хрен с уксусом;49
1692;заправка салатная;11
1693;желе
1694;поросенок
1695;соус хрен со сметаной;49
1696;сок мясной
1697;сало растительное для фритюра;770
1698;сало говяжье топленое;885
1699;соус красный с вином
1700;зелень или гарнир овощной;41
1701;петрушка или сельдерей;23
1702;майоран или тмин
1703;соус "Южный"
1704;или томат-пюре;20
1705;колбаса;250
1706;огурцы или помидоры;35
1707;сало говяжье;770
1708;сельдь;57
1709;лук и коренья;18
1710;оливковое масло или сливочное;824
1711;гарнир овощной
1712;зефир
1713;груша;42
1714;соус мясной;93
1715;соус с вином;93
1716;или сметана;115
1717;фасоль (стручки или зерна);328
1718;сало говяжье или баранье топленое;885
1719;каша гречневая готовая;346
1720;коренья и лук;18
1721;артишоки
1722;крошки хлеба;206
1723;соус красный с мадерой;93
1724;свинина (с косточкой);265
1725;соус для барбекю;93
1726;черева свиная тонкая
1727;кабачки (в цвету);18
1728;зелень, соль, перец;41
1729;черева свиная
1730;аскорбиновая кислота
1731;розмарин свежий рубленый
1732;вермут сладкий
1733;черева свиная средняя
1734;мясо лося с жиром;405
1735;сладкий перец красный, рубленый;19
1736;сливки 20%;300
1737;кориандр и барбарис
1738;сосиски молочные;235
1739;колбаса полукопченая;380
1740;колбаса по-итальянски;250
1741;колбаса по-деревенски;250
1742;салями, нарезанная кубиками
1743;булочки для гамбургеров
1744;колбаски с морепродуктами;250
1745;ликер апельсиновый;45
1746;цедра лимон;30
1747;колбаса свиная;250
1748;тыква маленькая;20
1749;чечевица;310
1750;лист. мяты рубленые
1751;сладкий перец зеленый или красный, нарезанный полосками;19
1752;грибы свежие, тонко порезанные;25
1753;стейк из филейной части говяжьей туши, толщиной 5 см и весом около 1,5 кг
1754;кости реберные говяжьи
1755;свиные хвостики
1756;травы прованса
1757;чечевица промытая, лучше зеленая французская;310
1758;ветчина или язык, вареные;365
1759;лист. черной смородины;43
1760;пастернак
1761;ягоды свежие (черника, малина, ежевика, красная смородина, черный и белый виноград);70
1762;Для оформления:
1763;сладкий перец (можно);19
1764;смесь сушеных прованских трав (тимьян, базилик, розмарин)
1765;почка баранья
1766;сало курдючное или масло топленое;885
1767;зелень, кинзы или базилика;41
1768;или помидоры;20
1769;зелень, кинзы или укропа;30
1770;или масло топленое;885
1771;уксус, вино или сок лимонный;30
1772;баранина (лопатка, грудинка или окорок);316
1773;каша готовая
1774;кабачки или баклажаны;28
1775;мука на лаваш;348
1776;или соус хрен с уксусом;49
1777;гарнир горячий
1778;или холодный
1779;ветчина вареная (окорок или рулет);365
1780;или лук репчатый;43
1781;свинина нежирная (мякоть окорока или лопатки);265
1782;гвоздика и тмин
1783;черева свиная сухая
1784;лук для гарнира;18
1785;или лимон;30
1786;соус красный или томатный;20
1787;пюре из фасоли
1788;сливочное масло или сливочный маргарин;745
1789;почки телячьи или свиные;66
1790;соус красный;93
1791;ветчина вареная, язык соленый вареный и грибы свежие (белые или шампиньоны);25
1792;соус сметанный с томатом и луком;38
1793;каша рисовая;337
1794;соус сметанный с паприкой;93
1795;или зеленое
1796;петрушка, сельдерей;23
1797;рассол огуречный;15
1798;вымя
1799;ножки
1800;птица копченая
1801;бобы зеленые или горошек;75
1802;горчица русская
1803;ребрышки говяжьи, не разрезанные
1804;соевый соус классический;93
1805;кетчуп без добавок;80
1806;ром или спирт
1807;сыр фетаки;370
1808;розмарин и базилик
1809;соль морская, перец
1810;земляника садовая
1811;ветчина, пропущенная через мясорубку;365
1812;помидор нарезанный;20
1813;соус английский;93
1814;соус перечный;93
1815;цедра 0,5 лим., тертая
1816;молоко горячее;60
1817;зеленый лук, измельченный;18
1818;мякоть говядины, вяленая
1819;помидор измельченный;20
1820;молоко кокосовое;60
1821;масло пальмовое;750
1822;зелень кориандра;41
1823;ребрышки говяжьи
1824;маниок
1825;вырезка говяжья, нарезанная брусочками
1826;кедровые орешки, отвареные и измельченные
1827;корейка, нарезанная кубиками;430
1828;зеленый лук и зелень, измельченные;18
1829;сладкий перец зеленый и желтый;19
1830;хлеб без корок и замоченный в молоке;206
1831;вырезка говяжья, нарезанная тонкими ломтиками
1832;ветчина, нарезанная тонкими ломтиками;365
1833;хлеб без корок;206
1834;оливковое масло для смазывания фольги;824
1835;творожная масса
1836;маслины,;351
1837;розмарин, мелко нарезанный
1838;сыр мягкий;370
1839;концентрат супа-пюре из лука;18
1840;мякоть говядины, нарезанная порционными кусками
1841;говядина (бифштексы);180
1842;стручковая фасоль, нарезанная небольшими кусками;328
1843;помидоры,;20
1844;картофель вареный и растолченный;60
1845;оливки, нарезанные ломтиками;115
1846;яйца, разделенные на белки и желтки;65
1847;зерна кукурузы, вареные
1848;дрожжи сухие
1849;зеленый лук и зелень кориандра, измельченные;18
1850;мякоть говядины, нарезанная небольшими кусками
1851;зеленый консервированный горошек;75
1852;вырезка говяжья, нарезанная соломкой
1853;сладкий перец, нарезанный полосками;19
1854;уксус винный или белое сухое вино;85
1855;перец жгучий без семян
1856;сливочное масло, размягченное;750
1857;мякоть говядины, нарезанная брусочками
1858;овощи (картофель, стручковая фасоль, морковь), вареные и нарезанные кубиками;93
1859;сладкий перец, нарезанный квадратиками по 2 см;19
1860;филе говядины, нарезанное брусочками
1861;розмарин, измельченный
1862;уксус ароматизированный;11
1863;филе говядины, нарезанная полосками
1864;зелень кориандра и зеленый лук;18
1865;вырезка говяжья, нарезанная порционными кусками
1866;ром светлый
1867;сладкий перец красный и зеленый, порезанный кубиками;19
1868;сыр швейцарский;370
1869;панировочные сухари мелкого помола
1870;филе говядины, нарезанная ломтиками
1871;мякоть или сок маракуйа
1872;филе говядины (плоский кусок)
1873;ветчина, нарезанная ломтиками;365
1874;шарке жирное
1875;корейка, нарезанная полосками;430
1876;грудинка говяжья, нарезанная кусками;475
1877;молоко сырое;60
1878;перец черный, крупно толченый
1879;мякоть постной говядины
1880;бычьи хвосты, нарезанные кусками
1881;мята, мелко нарезанная
1882;колбаса свиная, нарезанная кружочками;250
1883;говядина (голень);180
1884;сладкий перец, мелко нарезанный;19
1885;зелень и зеленый лук;18
1886;вода кипяченая
1887;грудинка говяжья;475
1888;сосиски, нарезанные кружочками;235
1889;ветчина, нарезанная кубиками;365
1890;белки яичные
1891;субпродукты поросенка, барашка или козленка (включая свернувшуюся кровь)
1892;бифштексы телячьи, тонкие
1893;лист. сальвии
1894;ветчина, нарезаная тонкими ломтиками (10*20 см);365
1895;инжир, разрезанные на части;290
1896;сосиски свиные;235
1897;сосиски свиные, измельченные или пропущенные через мясорубку;235
1898;зеленый консервированный горошек без заливки;75
1899;смесь сухофруктов
1900;филе свиное (плоский кусок)
1901;розмарин свежий, измельченный
1902;каперсы консервированные
1903;вырезка свиная, пропущенная через мясорубку;405
1904;паприка острая
1905;вырезка свиная без жира
1906;сладкий перец красный (без семян), нарезанный полосками;19
1907;абакша, нарезанная кубиками
1908;поросенок молочный с головой
1909;сладкий перец зеленый, мелко нарезанный;19
1910;майоран сушеный, измельченный
1911;фарш бараний;200
1912;концентрата лукового супа-пюре
1913;мякоть бараньей грудинки, нарезанной кусками
1914;грудинка баранья (без костей);475
1915;мякоть баранины, пропущенная через мясорубку;405
1916;картофель вареный, толченый;60
1917;барашек молодой (спинная часть)
1918;мякоть баранины 9спинная часть), нарезанная кусками
1919;баранья ножка, освобожденная от костей и натертая черным молотым перцем и солью
1920;имбирь, мелко нарезанный
1921;язык бараний;165
1922;зеленый консервированный горошек с заливкой;75
1923;хлеб поджаренный;206
1924;баранья кровь
1925;мясо козы, свежее или вяленое;405
1926;сладкий перец, измельченный
1927;кролик, нарезанный кусками;115
1928;смесь перцев горошком
1929;свинина без костей;265
1930;вино белое виноградное;70
1931;помидоры протертые;20
1932;сардины
1933;мякоть зайца
1934;сардельки или колбаски;160
1935;стейки свиные
1936;свинина одним куском;265
1937;мякоть марала
1938;мякоть изюбря (вырезка, окорок);202
1939;мякоть марала (вырезка, корейка, окорок);430
1940;тмин и кинза
1941;смесь перцев
1942;мякоть оленины (вырезка, окорок);202
1943;мякоть кабана (лопаточная, шейная части)
1944;ригатони вареные
1945;цедра лим., тертая
1946;мякоть кабана (грудинка);475
1947;мякоть косули (вырезка, корейка, окорок);430
1948;мякоть лося
1949;свинина жирная или нутряной жир лося;265
1950;мякоть оленины (окорок);202
1951;вино красное полусладкое или портвейн;150
1952;язык говяжий копченый;165
1953;мякоть кабана (корейка);430
1954;мякоть оленины (вырезка, корейка, окорок);430
1955;мякоть кабана (почечная часть корейки или окорок);202
1956;куриные сердечки
1957;макаронные изделия (фузели);350
1958;капуста белокочанная, нарезанная полосками;23
1959;макаронные изделия (язычки);350
1960;зеленый лук мелко нарезанный;18
1961;чеснок (стрелки);60
1962;мясо вареное;405
1963;шампиньоны консервированные, разрезанные пополам;27
1964;шпинат консервированный;16
1965;базилик и майоран измельченные
1966;сухари хлебные;206
1967;смесь перцев (черный, белый, зеленый, розовый)
1968;ветчина мелко нарезанная;365
1969;макаронные изделия "бантики";350
1970;курица тушкой около 1,5 кг;135
1971;шафран для соуса
1972;сливки для соуса;120
1973;бульон кубики;30
1974;куриные окорочка
1975;цыпленок филе
1976;ананас очищенный;44
1977;цыпленок
1978;грибы маринованные;25
1979;дыня размером больше курицы;45
1980;курица филе;135
1981;утка;405
1982;семена китайского ясеня
1983;утка филе;405
1984;утка или курица;135
1985;курица (мякоть без костей);135
1986;шампиньоны или белые грибы;25
1987;чай черный
1988;цедра апельсиновая;45
1989;утка (филе);405
1990;утка потрошеная;405
1991;яблоки средних размеров;45
1992;миндаль мелко рубленный;600
1993;семена укропа;30
1994;фисташки очищенные;620
1995;индейка (филе);150
1996;цедра лимонная тертая, порошок карри, корица, семена кинзы;30
1997;арахис подсоленный
1998;чили перец сушеный
1999;индейка;150
2000;сыр крупно;370
2001;куриные желудки
2002;грибы белые сушеные;210
2003;сливы свежие;44
2004;или сушеные
2005;куриная печень;100
2006;овощи (морковь, петрушка);56
2007;грибы свежие белые;25
2008;цыпленок массой 700 г
2009;овощи мороженые китайские
2010;имбирь и перец молотые
2011;перец черный и имбирь молотые
2012;соевые побеги свежие или консервированные
2013;соевый соус темный;93
2014;краситель пищевой красный (по желанию)
2015;редис красный;16
2016;яйцо и 2 вареных;65
2017;гусь;300
2018;курица крупная;135
2019;цыпленок по 1400 г каждый
2020;грибы мелкие свежие;25
2021;чабер сушеный
2022;индейка (мякоть);150
2023;цыпленок (грудка)
2024;грибы белые свежие;25
2025;цыпленок (филе)
2026;соевый соус для курицы и ммаринада;93
2027;бобы соевые пророщенные
2028;перепелка
2029;вермут белый сухой
2030;яйцо и 2 шт жареных для оформления;65
2031;икра рыбная;250
2032;овощи
2033;курица небольшая;135
2034;яблоки, нарезанные кубиками;45
2035;куриная грудка без костей
2036;вино белое сухое или сухой белой вермут;150
2037;куриная грудка без кожицы
2038;соус чатни;93
2039;соус "Пэйс";93
2040;куриная грудка филе
2041;семена тмина или кориандра
2042;фрукты маринованные
2043;спаржа зеленая
2044;вино белое столовое;150
2045;корейка свиная копченая;430
2046;соус ткемалевый;93
2047;сливы ткемали спелые;44
2048;мята или эстрагон
2049;раки вареные;75
2050;орехи (ядра);650
2051;гусь крупный;300
2052;яблоки антоновские;45
2053;курица вареная;135
2054;омлет 
2055;тесто дрожжевое
2056;лук жареный;18
2057;куриные окорочка без кожи
2058;фасоль стручковая, сваренная на пару;328
2059;тыква желтая для оформления;20
2060;куриная грудка
2061;овощи, нарезанные соломкой (морковь, корень петрушки и лука-порея);74
2062;курица жареная, разрезанная на порционные куски;210
2063;цыпленок вареный
2064;яйцо для смазывания;65
2065;перец красный маринованный или лечо
2066;портвейн белый
2067;орехи мускатные тертые (по желанию);600
2068;корица, перец красный молотый
2069;горошек зеленый свежий;75
2070;специи, зелень;41
2071;соус кетчуп;80
2072;орехи миндальные
2073;цыпленок (окорочок)
2074;ананас, консервированный кусками;44
2075;ликер вишневый
2076;миндаль измельченный;600
2077;чабрец (сушеный тимьян)
2078;душица
2079;брусника или клюква;45
2080;перец красный, зелень;41
2081;курица или цыпленок;135
2082;уксус винный или лимонный сок;30
2083;перец горошком, зелень кинзы, мяты и укропа;30
2084;сливки (сметана);120
2085;или гусь;300
2086;курица или потроха;135
2087;лечо или перец зеленый сладкий;19
2088;абрикосы сушеные;47
2089;утка (1,5 кг);405
2090;семена подсолнечника очищенные
2091;перец зеленый;19
2092;цыпленок бройлер
2093;перец горошком, зелень;41
2094;батон вчерашний
2095;жир для жарения;930
2096;сахар, перец черный молотый и горошком;295
2097;индейка жареная (филе);150
2098;сельдь свежая (филе) -1 шт;57
2099;фундук или кедровые -20 г;670
2100;курица вареная (мякоть);135
2101;гусь (2 кг);300
2102;грибы соленые;25
2103;сыр масдам;370
2104;огурцы свежие;15
2105;карри (порошок)
2106;батон пшеничный
2107;фарш из курицы;135
2108;яйцо для теста и 2 шт;65
2109;курица (бедро);135
2110;грибы (шляпки);25
2111;соус апельсиновый;45
2112;горошек зеленый замороженный;75
2113;манго
2114;соус паприка с томатом;20
2115;льезон
2116;морской гребешок (мякоть)
2117;бульон рыбный;30
2118;соус медовый готовый;93
2119;кукуруза початками
2120;курица (голень);135
2121;оливковое масло 2 ст.л.;824
2122;куриная грудка без костей и кожи
2123;сок 1 лайма и 3/4 стак. яблочного сока
2124;крылышки индейки
2125;концентрат грибного супа-пюре
2126;макароны;350
2127;сливки или свежая сметана;120
2128;перец зеленый горошком маринованый
2129;куриная грудка (филе)
2130;курица, нарезанная для соте;135
2131;йогурт простой;51
2132;имбирь очищенный и нарезанный на четыре части по 5 см
2133;чили свежий острый зеленый (тонкие ломтики)
2134;или растительное масло;900
2135;имбирь свежий
2136;шпинат мелко измельченный;16
2137;помидоры без кожицы;20
2138;мендомин или загуститель для соуса
2139;индейка (голень);150
2140;сельдерей (зелень);21
2141;мясо жареной дичи;405
2142;соус сухарный;93
2143;Растительное масло, сливочное или маргарин;750
2144;курица нарезанная для соте;135
2145;деми-гляс или жюс-лье
2146;хлеб пшеничный черствый без корок;206
2147;ликер
2148;куропатка
2149;вино белое десертное или саке;150
2150;травы пряные молотые
2151;курица или гусь (филе);300
2152;бальзамико
2153;лапша длинная
2154;малина;45
2155;грибы вешенки маринованные;25
2156;сыр рикота;370
2157;шалфей или тимьян сушеные
2158;курица, нарезанная на порционные куски;135
2159;лук испанский;18
2160;миндаль бланшированный;600
2161;перец красный измельченный
2162;чабрец измельченный
2163;молоко кокосовое или концентрированное;60
2164;кокос свежий
2165;орехи любые молотые;650
2166;перец черный и мускатный орех молотые
2167;курица с кожей (филе);135
2168;цедра тертая 1 апельсина;45
2169;сок 2 апельсинов;45
2170;портвейн сухой
2171;маслины и оливки;351
2172;перец чили рубленый
2173;чеснок с шелухой;60
2174;сидр
2175;бульон утиный;30
2176;пшено;351
2177;соль и пряности
2178;куриные окорочка без костей
2179;имбирь свеженатертый
2180;сыр с голубыми прожилками (рокфор, стилтон или бри);370
2181;цедра лайма
2182;тортилья подогретые
2183;каша рисовая вязкая;337
2184;курица или индейка (филе);150
2185;вино белое сухое и бульон мясной;30
2186;апельсины и базелик;45
2187;семечки тыквенные очищенные;580
2188;цедра тертая и сок 2 лимонов;30
2189;Для кляра:
2190;курица или утка;135
2191;курица или 4 филе курицы;135
2192;семена аниса
2193;корица молотый
2194;цыплята
2195;горчица с пряными травами
2196;грузди соленые
2197;филе цыпленка
2198;соус устричный готовый;93
2199;вино белое десертное;150
2200;вино виноградное;70
2201;филе утки
2202;куриные окорочка копченые
2203;сок апельсина;45
2204;сухарики
2205;вермишель
2206;соль и специи
2207;крылышки куриные (порезанные на полоски)
2208;- 1-2 ст.л.
2209;рис басмати;337
2210;чили (порошок)
2211;специи (семена зиры, мака и молотый имбирь)
2212;помидоры мелкопорезанные;20
2213;салат радиччо;11
2214;кровь одной гуски
2215;дичь (вырезка)
2216;на 5 л воды
2217;пряности (завязанные в марлю)
2218;окорочка куриные
2219;перец пеперони консервированный
2220;любисток молотый
2221;шалфей молотый
2222;сок 1 лайма
2223;чатни
2224;куриные потроха (лапки, головы, шея)
2225;куриные грудки
2226;грудки куриные
2227;джин
2228;окорочок куриный копченый
2229;сухарики с томатом;20
2230;вишня без косточек;25
2231;мука ржаная;348
2232;чабрец молотый
2233;окорочка фазана
2234;орегано молотое
2235;кабачок небольшой;18
2236;кетчуп или лечо;80
2237;смородина черная (свежая или мороженая);43
2238;вино красное полусладкое крепленое;150
2239;приправа или соль, перец, сушеная зелень;41
2240;приправа для птицы
2241;кукурузные хлопья;369
2242;приправа вегетта
2243;карри порошок "curry mild"
2244;сок 1/2 апельсина;45
2245;джем апельсиновый;45
2246;горошек зеленый замороженый;75
2247;мирин (сладкое рисовое вино или саке) по желанию;150
2248;вино столовое белое;150
2249;перепела
2250;фундук рубленый;670
2251;грудки индейки
2252;Для студня:
2253;натуральный йогурт;51
2254;горошек свежемороженый;75
2255;апельсины карликовые (кумкваты);45
2256;перец жгучий и черный молотый
2257;филе утиное с кожей
2258;грибы жареные рубленые;165
2259;ананасы;44
2260;тимьян сушеный молотый
2261;перепелки
2262;суп-пюре луковый ( концентрат);18
2263;приправа карри острая
2264;Для вишневого соуса:
2265;миндаль рубленный жареный;600
2266;фасоль зеленая стручковая;328
2267;окорочка кролика;115
2268;зелень эстрагона;41
2269;перепел
2270;сыр адыгейский;370
2271;приправа сушеная
2272;кубик бульонный куриный;30
2273;окорочка утиные
2274;желе смородиновое (готовое) или варенье;43
2275;грецкие орехи измельченные;650
2276;орех мускатный молотый
2277;сок апельсиновый концентрированный;45
2278;сок фруктовый
2279;лим. или лайм
2280;мякоть вареной курицы;135
2281;перец белый молотый и соль
2282;мякоть курицы вареная;135
2283;крошки черствого батона
2284;колбаса копченая;250
2285;вино сухое красное;85
2286;шафран и корица молотые
2287;мясо страуса;405
2288;конфитюр апельсиновый;45
2289;приправа сухая
2290;перец красный и черный
2291;стейки страусиные
2292;каштаны
2293;приправа китайская
2294;сухари из зернового хлеба;206
2295;сыр чеширский;370
2296;кукуруза вареная
2297;перец чили зеленый без семян
2298;булочки из непросеянной муки
2299;фарш индейки;200
2300;бульон из индейки;30
2301;консервированные помидоры нарезанные;20
2302;Для абрикосового чатни:
2303;цедра 1/2 апельсина тертая;45
2304;желе из красной смородины;43
2305;смесь ягод
2306;клюква или вишня без косточек;25
2307;коричневый сахар;295
2308;уксус ароматный;11
2309;длиннозерный рис;337
2310;курага или чернослив;290
2311;душица молотая
2312;базилик молотый
2313;цедра тертая и сок 2 апельсинов;45
2314;грецкие орехи рубленые;650
2315;приправа китайская из пяти специй
2316;Для картофельных драников:
2317;соус песто;93
2318;арахис молотый
2319;белые грибы сушеные;210
2320;рябина
2321;лапша домашняя
2322;анчоусы
2323;мякоть индейки
2324;трюфели
2325;манговое чатни
2326;лист лавровый
2327;ананас консервированный (кольца);44
2328;филе птицы
2329;бульон куриный и вино розовое;30
2330;мед и крахмал
2331;вино белое и сливки;120
2332;мармелад апельсиновый;45
2333;паприка и имбирь молотые
2334;кетчуп с овощами;80
2335;бедрышки куриные
2336;цедра 2 апельсинов;45
2337;куриный бульон;30
2338;савойская капуста;23
2339;консервированная фасоль;328
2340;грецкие орехи молотые;650
2341;перец сычуанский
2342;"кус-кус"
2343;джем
2344;сливы консервированные;44
2345;сок сливовый
2346;кетчуп, крахмал;80
2347;галеты измельченные
2348;яблоко тертое;45
2349;курица вареная (филе);135
2350;куриные потроха, нарезанные небольшими кусками
2351;кинза и зеленый лук рубленые;18
2352;перец стручковый жгучий
2353;апельсин (мелко нарезанная мякоть);45
2354;фрукты и ягоды (слива, вишня, инжир, земляника, персик) по желанию;315
2355;базилик, шалфей, соль, перец черный молотый
2356;фарш из индейки;200
2357;цыпленок отварной (мякоть)
2358;оливки или маслины;351
2359;соус из жгучего перца;93
2360;куриная голень
2361;паста из чили
2362;сорго лимонное;30
2363;лист лимона;30
2364;корица, соль
2365;кайенский перец
2366;тархун мелко нарезанный
2367;шампанское сухое
2368;ананасы консервированные нарезанные;44
2369;кока-кола
2370;филе куриное без костей и кожи
2371;Для галушек:
2372;вино красное полусладкое;150
2373;филе цыплят или молодых кур
2374;цедра мандариновая тертая;41
2375;анис
2376;петух
2377;дичь
2378;сахар, корица, имбирь;295
2379;сливки "Мастер Гурме";120
2380;яблоки антоновка;45
2381;куропатки
2382;тмин и кориандр
2383;яблоко кисло-сладкое;45
2384;базилик, петрушка;23
2385;приправа к курице, соль
2386;соус сырный с чесноком;60
2387;чеснок, соль, перец;60
2388;окорочка
2389;желудки куриные
2390;укроп и специи;30
2391;петрушка и маслины для украшения;23
2392;чесночный порошок
2393;мякоть вареного цыпленка
2394;красная фасоль отварная;328
2395;помидоры очищенные, измельченные и обжаренные;20
2396;чили зеленый, измельченный
2397;смесь измельченных сухофруктов
2398;цыпленок нарезанный кусками
2399;шоколад
2400;семена кунжута, обжаренные
2401;цыпленок, нарезанный кусками
2402;сливочное масло распущенное;750
2403;сальвия
2404;грудка цыпленка (без костей)
2405;чили халапеньо измельченная
2406;какао-порошок;375
2407;филе цыпленка отваренное до полуготовности
2408;помидоры отваренные, размятые, протертые и подсоленные;20
2409;мандарины, разделенные на дол.;41
2410;сок мандариновый;41
2411;раскрошенные
2412;филе цыплят
2413;яблоки очищенные и нарезанные ломтиками;45
2414;семена тыквы
2415;цыплята (грудки) отварные
2416;чили консервированный
2417;колбаски копченые (чорисос), измельченные
2418;цыпленок отварной и нарезанный кусками
2419;арахис очищенный и обжаренный
2420;чили чипотле, сухой
2421;цыплята (грудки)
2422;крылышки цыпленка
2423;чили анчо, очищенный
2424;чили арболь
2425;соус из чили серрано;93
2426;курица нарезанная кусками;135
2427;грудка куриная отварная
2428;окорок сырой;202
2429;копченая колбаса (чорисос);250
2430;батат
2431;гвоздика размятый
2432;семена тыквы очищенные
2433;окорок сырой, нарезанный соломкой;202
2434;колбаски копченые (чорисос)
2435;смесь молотых корицы, гвоздики, мускатного ореха
2436;початки кукурузы
2437;соус из чили;93
2438;перец острый красный
2439;майоран сухой
2440;грудки индейки, нарезанные соломкой
2441;кролик обработанный;115
2442;карбонад
2443;сыр голандский;357
2444;сливки соусные;120
2445;ананас консервированный кусками;44
2446;жир курдючный;930
2447;горошек молодой;75
2448;потроха заячьи (сердце, печень);100
2449;ребрышки, лопатка, шея
2450;лавровый лист, укроп;30
2451;курица (или гусь, утка, индейка);300
2452;крупа пшеничная;352
2453;курица (или индейка);150
2454;миндаль очищенный или ядра абрикосовых косточек;600
2455;финики;290
2456;виноград сушеный (кишмиш);380
2457;грецкие орехи (ядра);650
2458;пастила из алычи, айвы или граната;52
2459;зелень мяты или укропа;30
2460;грудки куриные (филе)
2461;мята свежая или сушеная
2462;Деликат от Кнорр
2463;кукурузные хлопья несладкие;369
2464;сельдерей молотый
2465;помидоры соленые;20
2466;молоко для вымачивания хлеба;60
2467;перец, кориандр
2468;мякоть курицы (кролика);115
2469;грудки индейки (филе)
2470;крупа кукурузная
2471;перец красный чили
2472;арбуз;40
2473;петрушка, укроп;23
2474;спаржа белая, порезанная
2475;цедра лимонная, тертая;30
2476;перец, укроп;30
2477;паприка сушеная
2478;лук и другие овощи;18
2479;стружка кокосовая
2480;приправа для картофеля
2481;блины
2482;белое вино сухое или вода;85
2483;цыпленок крупный
2484;зелень, кинзы, укропа;30
2485;филе индейки (красное мясо);405
2486;лепешки питы
2487;специи, соль
2488;грудка куриная
2489;специи для шашлыка
2490;приправа из 4-х видов перца или "для птицы" ( без соли)
2491;специи для маринада
2492;крылышки куриные (или голени, бедрышки и т.д.)
2493;кетчуп или томатная паста;80
2494;овощи (капуста брюссельская, цветная, перец, морковь);78
2495;грудки куриные без кожи и костей
2496;куриные ножки
2497;шницели из индейки
2498;сыр рокфор;370
2499;ананас (кружочки);44
2500;сок лимонный или яблочный уксус;30
2501;мякоть вареной курицы без кожи;135
2502;соус белый с яичными желтками;93
2503;горох (лопатки);280
2504;бульон грибной;30
2505;морской коктейль
2506;сироп кленовый
2507;кедровые орешки жареные
2508;голень куриная
2509;яблоки кислые;45
2510;миндаль (ядра);600
2511;гвоздика молотые
2512;ананасы кусками;44
2513;зелень тимьяна, розмарина, шалфея, базилика;41
2514;перец белый и черный
2515;гусиные грудки
2516;тимьян измельченый
2517;перец черный и белый
2518;изюм или курага, чернослив;270
2519;тушка зайца
2520;сок 2 гранатов;52
2521;оливки и маслины без косточек;351
2522;тархун
2523;мак
2524;перец, приправа для курицы
2525;кролик (спинка);115
2526;перец, пряные травы
2527;грудка цыпленка (без кожи и костей)
2528;каперсы,
2529;перец грубого помола (пестрый)
2530;перец белый свежемолотый
2531;соус ореховый;93
2532;мякоть вареных цыплят
2533;соус молочный густой;93
2534;лобио
2535;филе куриные
2536;окорочка куриные без хребта
2537;сливки 10-15%;120
2538;куриные шейки с кожей
2539;мясо гусиное;405
2540;черева баранья;405
2541;мясо белки;405
2542;сыр Романо;370
2543;смесь трав Прованса
2544;каперсы мелкие
2545;мякоть утки с кожей
2546;лист. базилика, нарезанные
2547;томаты вяленые, в масле;20
2548;мякоть домашней утки с кожей, нарезанное кубиками
2549;кервель рубленый
2550;мясо индейки с кожей;405
2551;клюква сушеная;33
2552;каштан молотый
2553;травы Прованса
2554;начинка из колбасы с каштанами
2555;или начинка из колбасы и клюквы
2556;или начинка из колбасы
2557;колбаса куриная;250
2558;утка с потрохами;405
2559;грибы лесные, нарезанные;25
2560;колбаса из мяса утки;250
2561;сливочное масло замороженное;750
2562;кумкваты
2563;перец, розмарин, кинза
2564;шоколад горький
2565;грудинка свиная подкопченная;475
2566;батон без корок черствый
2567;семена кориандра молотые
2568;филе утиные
2569;кальмары;75
2570;мидии без раковин;50
2571;осьминоги мелкие
2572;лосось (филе);145
2573;лист. лазаньи
2574;мякоть утки
2575;смородина черная;43
2576;дыня;45
2577;утка с субпродуктами;405
2578;цукаты
2579;паста чили
2580;лапша "стеклянная"
2581;зеленый горошек (лопатки);75
2582;мякоть вареного гуся
2583;лесные орехи рубленые;470
2584;филе гуся
2585;окорочка гусиные
2586;перец зеленый горошком маринованный
2587;мякоть копченого гуся
2588;перец розовый горошком
2589;жир гусиный;930
2590;бедрышки индейки
2591;арахис жареный
2592;вешенки жареные
2593;петрушка сушеная или свежая;23
2594;листья салата фризе;11
2595;лаймы
2596;капуста тушеная или картофель;23
2597;кролик (мякоть);115
2598;заяц
2599;перец черный и душистый горошком
2600;фазан или тетерев
2601;рябчик или куропатка
2602;соус майонез;625
2603;овощи маринованные
2604;курица или цыпленок вареный;135
2605;трюфель
2606;рябчик, куропатка
2607;фазан
